Employee ID,Date of Joining,Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate
5352,2008/2/14,Male,Service,Yes,4,7,8,0.75
5353,2008/5/28,Female,Service,No,2,5,5.9,0.56
5354,2008/2/1,Female,Product,Yes,3,6,6.9,0.5
5355,2008/10/5,Male,Service,No,2,5,6.9,0.55
5356,2008/7/7,Male,Service,Yes,2,3,5.7,0.34
5357,2008/5/13,Female,Service,Yes,2,5,6.1,0.49
5358,2008/7/14,Male,Service,No,3,5,5.8,0.53
5359,2008/9/28,Male,Service,No,1,4,5.1,0.32
5360,2008/6/11,Male,Product,No,3,6,6.5,0.56
5361,2008/3/20,Male,Service,Yes,1,1,1.9,0.09
5362,2008/2/22,Male,Service,No,3,5,7.3,0.57
5363,2008/5/3,Female,Service,No,1,4,6.8,0.49
5364,2008/9/8,Female,Service,Yes,2,2,3.3,0.15
5365,2008/9/2,Female,Service,No,0,1,2.3,0.16
5366,2008/11/17,Female,Product,No,1,3,4.9,
5367,2008/11/4,Male,Service,Yes,3,5,6.9,0.64
5368,2008/11/2,Female,Service,No,3,8,8.1,0.82
5369,2008/3/23,Male,Product,Yes,2,4,6.1,0.47
5370,2008/6/28,Male,Product,No,3,5,6.7,0.63
5371,2008/6/12,Male,Product,Yes,2,4,4.9,0.43
5372,2008/8/6,Male,Service,No,4,7,7.6,0.68
5373,2008/5/28,Female,Service,No,2,4,6.5,0.63
5374,2008/8/11,Female,Service,Yes,4,7,8.4,0.65
5375,2008/1/21,Female,Service,Yes,2,2,4.5,0.21
5376,2008/4/27,Female,Product,No,2,3,,0.42
5377,2008/7/28,Female,Service,Yes,2,4,6.1,0.39
5378,2008/12/9,Male,Service,Yes,0,1,1.1,0.08
5379,2008/8/29,Female,Service,Yes,2,4,5.6,0.34
5380,2008/2/1,Female,Service,Yes,3,6,7.5,0.66
5381,2008/7/30,Female,Service,No,3,6,7.2,0.65
5382,2008/8/17,Female,Product,Yes,4,7,8.3,
5383,2008/10/2,Female,Product,No,2,4,6.3,0.59
5384,2008/3/27,Female,Product,No,0,2,,0.14
5385,2008/3/8,Male,Product,Yes,1,2,3,
5386,2008/4/5,Female,Product,Yes,2,3,6.6,0.43
5387,2008/3/4,Female,Service,Yes,1,2,1.6,0.11
5388,2008/2/15,Female,Product,No,1,3,4.4,0.39
5389,2008/1/31,Male,Product,No,1,2,6.1,0.38
5390,2008/3/24,Female,Service,No,2,4,6.6,0.57
5391,2008/9/21,Female,Service,Yes,1,3,3.1,0.23
5392,2008/10/13,Female,Product,No,3,4,5.8,0.42
5393,2008/8/14,Male,Service,Yes,2,4,8.4,0.64
5394,2008/12/16,Female,Service,No,3,6,5.3,0.4
5395,2008/3/5,Female,Service,No,3,6,6.9,0.59
5396,2008/10/14,Female,Service,Yes,3,6,4,0.34
5397,2008/6/23,Female,Product,No,3,6,7.9,0.65
5398,2008/11/6,Female,Product,No,1,3,3.3,0.28
5399,2008/6/23,Female,Service,No,2,4,5.9,0.54
5400,2008/8/7,Male,Service,No,3,5,5.4,0.44
5401,2008/7/7,Female,Service,No,1,2,6,0.39
5402,2008/9/14,Female,Product,Yes,3,5,,0.33
5403,2008/5/4,Female,Product,Yes,2,4,5.1,0.42
5404,2008/4/8,Female,Service,Yes,2,4,4.9,0.45
5405,2008/5/29,Female,Service,No,4,8,8.1,0.7
5406,2008/6/29,Male,Product,No,2,6,5.8,0.53
5407,2008/10/1,Female,Service,Yes,4,9,8.1,0.82
5408,2008/2/8,Female,Product,Yes,0,1,0,0
5409,2008/7/17,Male,Service,No,2,3,,0.2
5410,2008/1/31,Female,Service,Yes,1,4,5.5,0.43
5411,2008/7/10,Female,Service,Yes,1,1,1.5,0.08
5412,2008/8/1,Female,Service,No,1,3,6.6,0.57
5413,2008/8/14,Female,Product,Yes,4,7,7,0.53
5414,2008/10/7,Female,Service,Yes,2,4,4.2,0.24
5415,2008/3/12,Female,Product,Yes,1,3,5.6,0.34
5416,2008/3/10,Male,Product,Yes,1,1,4.2,0.21
5417,2008/5/21,Male,Product,Yes,3,6,7,0.7
5418,2008/11/16,Male,Service,No,1,3,4.9,0.3
5419,2008/12/5,Female,Service,Yes,1,2,5.5,0.36
5420,2008/8/30,Female,Service,Yes,3,5,4.9,0.36
5421,2008/4/8,Female,Product,Yes,3,,7.8,0.59
5422,2008/9/13,Female,Service,Yes,2,4,7.3,0.5
5423,2008/11/24,Male,Service,Yes,3,5,7.7,0.6
5424,2008/1/4,Male,Product,No,2,4,5,0.33
5425,2008/10/6,Female,Service,Yes,1,3,4.1,0.3
5426,2008/5/27,Male,Service,No,3,6,8.3,0.87
5427,2008/7/20,Female,Product,Yes,4,7,7.3,0.69
5428,2008/1/11,Female,Product,No,2,6,6.5,0.58
5429,2008/4/24,Male,Service,Yes,2,3,4,0.32
5430,2008/12/28,Male,Service,No,3,6,6.6,0.64
5431,2008/4/29,Female,Service,Yes,2,3,4.9,0.27
5432,2008/2/16,Male,Service,Yes,0,1,0.9,0
5433,2008/9/7,Female,Service,Yes,1,4,4.2,0.34
5434,2008/10/16,Female,Service,Yes,3,5,3.6,0.24
5435,2008/12/19,Female,Service,Yes,2,4,6.2,0.4
5436,2008/10/8,Female,Product,Yes,0,2,3.8,0.26
5437,2008/6/2,Female,Service,Yes,1,3,4,0.33
5438,2008/6/19,Male,Product,No,3,7,9.8,0.85
5439,2008/7/5,Female,Service,Yes,1,2,,0.33
5440,2008/12/26,Male,Product,Yes,1,3,6.8,0.45
5441,2008/4/4,Male,Product,No,4,6,,0.62
5442,2008/8/4,Male,Service,No,1,,3.9,0.23
5443,2008/4/6,Female,Service,Yes,2,3,7.2,0.49
5444,2008/12/27,Male,Service,Yes,3,6,8.6,0.78
5445,2008/2/16,Female,Service,Yes,2,5,5.9,0.37
5446,2008/9/12,Female,Service,No,0,1,4.5,0.24
5447,2008/4/26,Female,Service,Yes,2,4,,0.46
5448,2008/5/30,Male,Product,No,3,7,6.8,0.52
5449,2008/8/25,Female,Service,No,3,4,5.3,0.47
5450,2008/2/29,Female,Service,Yes,4,7,6.4,0.62
5451,2008/3/9,Female,Service,Yes,1,2,4.8,0.42
5452,2008/3/24,Male,Service,No,2,4,4.3,0.3
5453,2008/12/31,Female,Product,No,2,4,3.3,0.16
5454,2008/2/23,Male,Service,No,3,,,0.63
5455,2008/8/21,Female,Service,Yes,2,2,4.4,0.23
5456,2008/5/22,Female,Product,No,4,6,6.9,0.65
5457,2008/7/11,Male,Product,Yes,3,5,6.7,0.56
5458,2008/6/4,Female,Service,Yes,2,2,3.6,0.25
5459,2008/1/15,Male,Service,Yes,2,5,,
5460,2008/11/23,Female,Service,Yes,1,3,3.6,0.21
5461,2008/4/12,Male,Service,Yes,1,2,5.9,0.36
5462,2008/9/24,Female,Service,Yes,2,4,,0.5
5463,2008/1/19,Female,Product,Yes,2,5,6.3,0.42
5464,2008/10/31,Male,Product,Yes,2,2,4.4,0.25
5465,2008/6/14,Male,Product,No,3,5,6.8,0.67
5466,2008/1/16,Male,Service,Yes,1,,4.5,0.32
5467,2008/9/1,Male,Service,Yes,2,3,5,0.43
5468,2008/6/28,Male,Service,Yes,1,5,6.6,0.57
5469,2008/5/27,Female,Service,No,2,4,5.8,0.52
5470,2008/12/1,Female,Product,No,1,2,4.7,0.26
5471,2008/1/7,Female,Product,No,1,3,4.3,0.38
5472,2008/5/17,Male,Service,Yes,3,5,6.2,0.39
5473,2008/7/10,Male,Service,Yes,4,9,7.8,0.79
5474,2008/11/30,Male,Service,Yes,1,2,5.1,0.29
5475,2008/7/24,Female,Product,No,3,8,8.7,0.86
5476,2008/4/8,Male,Service,Yes,2,3,4.8,0.33
5477,2008/2/15,Female,Product,Yes,1,3,3.8,0.19
5478,2008/1/28,Male,Service,No,2,6,6.8,0.62
5479,2008/12/22,Male,Service,No,3,6,6.8,0.57
5480,2008/3/19,Male,Product,No,2,2,3.3,0.23
5481,2008/4/8,Male,Service,No,2,4,4,0.3
5482,2008/9/3,Female,Service,No,2,4,5.2,0.49
5483,2008/12/14,Male,Product,Yes,3,5,6.5,0.45
5484,2008/9/26,Female,Product,Yes,3,6,7.7,0.64
5485,2008/6/25,Female,Service,No,4,8,8.2,0.64
5486,2008/8/28,Female,Service,Yes,2,4,5.4,
5487,2008/9/27,Male,Service,No,3,5,5,0.35
5488,2008/1/14,Female,Service,Yes,2,5,5.4,0.34
5489,2008/7/15,Male,Service,No,3,6,6.8,0.57
5490,2008/3/17,Female,Service,Yes,3,,6.6,0.43
5491,2008/9/9,Female,Service,Yes,1,4,5.1,0.41
5492,2008/10/18,Male,Product,Yes,3,5,,
5493,2008/4/22,Female,Service,No,3,,5.9,0.5
5494,2008/3/27,Male,Service,No,3,6,7.1,0.53
5495,2008/4/14,Female,Service,No,2,4,,0.5
5496,2008/12/21,Female,Service,Yes,3,5,5.4,0.49
5497,2008/8/22,Female,Product,Yes,1,4,4.4,0.32
5498,2008/6/25,Male,Service,Yes,5,9,9.1,
5499,2008/11/8,Male,Service,Yes,2,4,4.5,0.32
5500,2008/8/20,Male,Service,No,2,6,6.6,0.51
5501,2008/7/8,Male,Service,Yes,2,5,5.8,0.49
5502,2008/2/6,Male,Service,No,3,6,,0.79
5503,2008/10/13,Male,Service,Yes,2,4,7.2,0.63
5504,2008/3/10,Female,Service,No,1,3,1.5,0.11
5505,2008/5/26,Male,Service,Yes,2,5,5.2,0.35
5506,2008/3/18,Female,Service,No,1,4,6.2,0.4
5507,2008/9/1,Female,Service,Yes,1,3,,0.46
5508,2008/3/7,Male,Service,No,3,6,5.7,0.39
5509,2008/10/5,Male,Service,No,2,5,7.3,0.53
5510,2008/3/27,Female,Service,No,1,2,4.6,0.35
5511,2008/2/9,Female,Service,Yes,3,6,7.3,0.67
5512,2008/7/22,Female,Product,No,0,1,1.9,0.1
5513,2008/2/28,Male,Service,No,4,8,9,0.78
5514,2008/8/7,Female,Product,Yes,3,5,5.9,0.5
5515,2008/4/9,Male,Service,No,2,,6.9,0.59
5516,2008/9/30,Male,Service,Yes,1,4,5.9,0.38
5517,2008/12/30,Male,Product,Yes,3,6,,0.56
5518,2008/6/16,Female,Service,No,1,1,1.7,0.09
5519,2008/8/10,Female,Service,Yes,1,3,2.6,0.19
5520,2008/5/8,Female,Product,No,1,1,0.5,0.05
5521,2008/9/11,Female,Service,Yes,0,1,3.8,0.27
5522,2008/1/26,Female,Product,Yes,3,5,6,0.54
5523,2008/12/5,Female,Service,No,4,7,7.4,0.61
5524,2008/4/12,Female,Service,Yes,3,5,4.5,0.33
5525,2008/8/2,Male,Service,No,4,7,9.1,0.75
5526,2008/4/17,Male,Service,Yes,4,7,8.2,
5527,2008/5/8,Male,Service,No,3,6,5.7,0.54
5528,2008/3/16,Male,Service,Yes,2,2,2.6,0.21
5529,2008/4/10,Female,Product,No,3,6,8.2,0.82
5530,2008/3/11,Female,Service,Yes,3,4,4.1,0.28
5531,2008/9/20,Male,Service,No,4,7,8.1,0.7
5532,2008/8/21,Female,Product,Yes,1,1,0.8,0.01
5533,2008/2/26,Female,Service,Yes,2,4,2.8,
5534,2008/2/22,Female,Product,Yes,0,1,3,0.16
5535,2008/2/4,Female,Service,No,4,9,8.1,0.75
5536,2008/11/12,Female,Product,No,3,5,5.4,0.43
5537,2008/10/29,Male,Service,Yes,2,5,6.8,0.45
5538,2008/1/12,Male,Product,No,2,5,6.7,0.66
5539,2008/10/20,Male,Product,No,0,2,2.8,0.12
5540,2008/8/14,Female,Service,Yes,1,2,5.1,0.43
5541,2008/8/26,Female,Service,Yes,3,6,7.3,0.51
5542,2008/9/15,Female,Service,Yes,2,4,5,0.39
5543,2008/12/18,Male,Service,No,4,7,7.2,0.59
5544,2008/11/14,Male,Product,Yes,0,,0,
5545,2008/7/22,Female,Service,Yes,1,2,2,0.1
5546,2008/6/28,Male,Service,No,4,8,8,0.77
5547,2008/11/12,Male,Service,No,2,3,5.6,0.4
5548,2008/9/12,Male,Service,No,4,8,8.9,0.81
5549,2008/5/26,Female,Product,Yes,2,5,6,0.48
5550,2008/7/22,Female,Service,No,2,6,6.1,0.52
5551,2008/9/12,Female,Product,No,2,4,6.6,0.43
5552,2008/3/1,Female,Service,Yes,0,1,2.7,0.12
5553,2008/3/14,Female,Service,Yes,3,5,5.4,0.42
5554,2008/9/10,Male,Service,Yes,4,8,7.2,0.71
5555,2008/11/9,Male,Service,No,1,2,,0.12
5556,2008/2/20,Female,Service,No,2,2,2.1,0.15
5557,2008/12/28,Female,Service,No,4,9,10,0.99
5558,2008/7/20,Female,Product,Yes,1,3,5.2,0.29
5559,2008/5/1,Female,Product,No,2,3,5.6,0.43
5560,2008/4/16,Female,Service,No,1,1,,0.09
5561,2008/12/13,Male,Service,Yes,0,1,,0
5562,2008/7/31,Female,Service,Yes,1,,4,0.17
5563,2008/7/12,Female,Product,Yes,2,4,3.8,0.31
5564,2008/8/13,Male,Service,Yes,2,3,4.3,0.36
5565,2008/6/11,Female,Service,Yes,3,5,5,0.4
5566,2008/8/29,Male,Service,Yes,2,5,5.8,0.49
5567,2008/1/18,Female,Service,Yes,2,4,5.1,0.42
5568,2008/9/13,Male,Service,No,2,6,6.9,0.58
5569,2008/7/30,Female,Product,Yes,0,,3.4,0.25
5570,2008/3/26,Male,Service,No,1,4,6.2,
5571,2008/7/5,Male,Product,No,1,2,6.6,0.43
5572,2008/10/20,Female,Service,Yes,1,1,2,0.04
5573,2008/12/25,Male,Service,Yes,3,7,6.6,0.52
5574,2008/5/28,Female,Service,Yes,3,4,4.7,
5575,2008/4/4,Male,Product,No,4,8,8.1,
5576,2008/6/5,Female,Service,Yes,3,,6.5,0.5
5577,2008/9/1,Female,Product,Yes,1,3,6.5,0.48
5578,2008/4/21,Female,Service,No,3,5,6.8,0.6
5579,2008/3/20,Male,Product,Yes,4,8,8.4,0.75
5580,2008/4/1,Male,Product,Yes,1,4,4.6,0.37
5581,2008/2/13,Female,Service,No,2,5,6.2,0.53
5582,2008/10/13,Male,Service,Yes,0,1,,0.27
5583,2008/4/11,Female,Product,No,1,1,3.1,0.22
5584,2008/12/27,Female,Product,No,2,4,5,0.31
5585,2008/5/15,Female,Product,No,3,7,7.3,0.72
5586,2008/9/12,Male,Product,No,2,,6.9,0.51
5587,2008/2/2,Female,Service,Yes,2,5,5.5,0.5
5588,2008/2/9,Male,Product,Yes,2,6,7.6,0.72
5589,2008/12/10,Female,Product,No,3,6,8.5,0.8
5590,2008/9/11,Male,Service,No,2,7,8.2,0.71
5591,2008/10/5,Female,Service,Yes,3,4,6.4,0.47
5592,2008/8/16,Male,Product,Yes,0,1,3.5,0.13
5593,2008/11/22,Female,Service,Yes,1,2,3.2,0.25
5594,2008/5/31,Male,Product,Yes,1,4,6.1,0.38
5595,2008/6/21,Female,Service,No,0,1,4.2,0.19
5596,2008/11/25,Female,Product,No,3,,8.7,0.77
5597,2008/3/27,Female,Product,No,2,5,7.2,0.54
5598,2008/7/16,Female,Product,Yes,1,2,,0.33
5599,2008/5/10,Male,Service,No,3,7,6.1,0.54
5600,2008/6/16,Female,Service,No,3,5,6.3,0.45
5601,2008/4/7,Male,Service,No,1,4,5.9,0.51
5602,2008/11/20,Female,Service,No,0,1,2.3,0.1
5603,2008/12/28,Female,Product,Yes,1,4,4.8,0.33
5604,2008/10/14,Female,Product,Yes,3,7,8.6,0.74
5605,2008/7/13,Female,Service,Yes,1,3,3.4,0.2
5606,2008/3/26,Female,Service,No,2,3,3.3,0.21
5607,2008/10/19,Female,Service,No,1,2,0,0
5608,2008/8/4,Male,Service,Yes,3,4,3.8,0.33
5609,2008/9/3,Female,Service,No,1,3,,0.45
5610,2008/4/29,Male,Product,No,2,4,5.6,0.32
5611,2008/1/27,Male,Service,No,3,6,7.8,0.58
5612,2008/8/23,Female,Service,Yes,2,4,8.6,0.69
5613,2008/1/21,Male,Service,No,4,6,7.5,0.62
5614,2008/10/1,Female,Product,Yes,2,5,5.1,0.37
5615,2008/4/11,Male,Service,No,5,8,8.1,0.82
5616,2008/1/4,Male,Service,No,4,8,6.1,0.58
5617,2008/8/10,Male,Service,No,3,7,,0.72
5618,2008/8/14,Male,Product,Yes,1,2,3.6,0.29
5619,2008/3/13,Female,Product,Yes,2,4,3.5,0.17
5620,2008/7/10,Male,Product,Yes,4,6,6.8,0.61
5621,2008/5/28,Female,Product,No,2,,6.1,0.44
5622,2008/11/15,Female,Service,No,2,3,3.9,0.29
5623,2008/7/24,Female,Product,Yes,2,5,5.6,0.53
5624,2008/1/5,Male,Service,No,2,6,7.5,0.58
5625,2008/8/25,Female,Product,Yes,1,2,4.3,0.22
5626,2008/3/7,Female,Product,No,3,6,7.1,0.5
5627,2008/4/6,Male,Product,Yes,3,7,9,0.73
5628,2008/5/31,Female,Service,Yes,1,2,2.4,0.16
5629,2008/6/10,Male,Service,Yes,1,2,5.4,0.33
5630,2008/6/16,Male,Product,No,2,4,4,
5631,2008/8/16,Female,Service,No,2,3,3.9,0.23
5632,2008/1/20,Female,Service,No,5,10,8.8,0.77
5633,2008/3/11,Female,Service,No,2,4,5,0.44
5634,2008/9/5,Male,Product,No,3,6,8.4,0.65
5635,2008/12/9,Female,Product,Yes,3,6,6.5,0.43
5636,2008/1/19,Female,Product,Yes,2,5,8.2,0.69
5637,2008/2/10,Female,Service,No,2,4,6.9,0.47
5638,2008/11/27,Male,Service,No,2,,4.3,0.35
5639,2008/12/8,Female,Service,No,1,3,6.5,0.43
5640,2008/10/1,Female,Service,Yes,1,3,5.7,0.4
5641,2008/6/23,Male,Service,Yes,0,,3.8,0.23
5642,2008/11/15,Male,Service,Yes,3,5,7.1,0.51
5643,2008/1/10,Male,Service,No,3,7,8.5,0.75
5644,2008/9/27,Female,Service,No,2,3,6.6,0.42
5645,2008/10/1,Female,Product,No,3,5,7.6,
5646,2008/10/15,Male,Service,Yes,0,1,0,0
5647,2008/12/20,Female,Service,No,4,8,7.3,0.53
5648,2008/11/8,Male,Service,Yes,1,2,5.5,0.47
5649,2008/4/8,Male,Product,Yes,2,6,5.6,0.53
5650,2008/4/6,Female,Service,Yes,1,,3.4,0.13
5651,2008/3/15,Male,Service,Yes,4,6,7.7,0.68
5652,2008/8/15,Female,Product,No,3,6,,0.52
5653,2008/5/13,Male,Service,No,3,6,6.9,0.51
5654,2008/4/12,Male,Service,No,3,5,6.1,0.43
5655,2008/9/29,Male,Service,Yes,3,5,,0.51
5656,2008/1/28,Male,Service,Yes,2,4,5.1,0.47
5657,2008/1/30,Female,Service,No,3,6,7.2,0.53
5658,2008/6/25,Female,Service,No,2,,3.7,0.17
5659,2008/2/3,Male,Product,No,0,1,2.6,0.11
5660,2008/1/10,Male,Service,No,3,7,,0.85
5661,2008/3/21,Female,Service,Yes,3,5,6.2,0.58
5662,2008/7/21,Female,Service,Yes,2,3,5.4,0.38
5663,2008/10/30,Female,Service,No,1,4,6,0.52
5664,2008/3/1,Male,Product,Yes,3,5,5.7,0.45
5665,2008/12/20,Male,Service,No,4,8,,
5666,2008/2/10,Male,Service,No,3,6,,
5667,2008/2/11,Male,Product,No,4,7,8,0.77
5668,2008/5/26,Male,Service,No,2,5,5.9,0.55
5669,2008/12/21,Male,Product,No,2,,4.5,0.31
5670,2008/1/17,Male,Product,No,2,4,4.8,0.34
5671,2008/8/29,Male,Product,No,3,,6,0.53
5672,2008/11/27,Male,Service,Yes,4,7,9,0.81
5673,2008/5/1,Male,Service,No,2,4,7.7,0.56
5674,2008/7/13,Male,Product,No,3,,7,
5675,2008/4/12,Male,Service,No,5,9,,0.81
5676,2008/1/27,Male,Service,Yes,1,3,4.8,0.3
5677,2008/9/27,Female,Service,Yes,2,5,,0.52
5678,2008/8/8,Male,Product,No,3,7,8.6,0.87
5679,2008/2/25,Male,Service,Yes,3,6,8.1,0.85
5680,2008/8/13,Male,Service,No,1,3,4,0.3
5681,2008/1/4,Female,Service,Yes,4,7,7.3,0.55
5682,2008/4/27,Female,Service,Yes,2,4,,0.49
5683,2008/2/2,Male,Product,Yes,0,1,3.8,0.22
5684,2008/11/9,Female,Product,No,4,8,9.9,0.85
5685,2008/7/25,Male,Service,No,3,6,7.5,0.6
5686,2008/7/5,Male,Service,No,3,5,6.6,0.43
5687,2008/12/12,Male,Product,No,3,5,6.7,0.65
5688,2008/4/26,Female,Service,Yes,2,4,3.7,0.28
5689,2008/10/13,Female,Service,Yes,1,1,2.4,0.06
5690,2008/4/17,Female,Product,Yes,3,4,3.4,0.29
5691,2008/7/12,Female,Service,Yes,2,4,6.5,0.42
5692,2008/3/26,Male,Service,No,0,1,0.2,0.02
5693,2008/9/3,Female,Product,Yes,2,5,6.1,0.56
5694,2008/7/5,Female,Product,No,3,6,7.6,0.65
5695,2008/7/14,Male,Service,Yes,3,5,6,0.49
5696,2008/10/8,Female,Service,Yes,2,5,6.6,0.47
5697,2008/7/28,Female,Service,No,3,6,4.5,0.4
5698,2008/7/13,Female,Service,No,1,2,3.4,0.16
5699,2008/10/15,Male,Product,No,2,,,0.31
5700,2008/4/14,Female,Service,Yes,2,4,4.6,0.36
5701,2008/11/12,Male,Service,No,2,3,,0.49
5702,2008/6/30,Male,Service,No,2,6,7,0.51
5703,2008/4/11,Female,Product,Yes,2,2,4.8,0.28
5704,2008/8/28,Female,Service,No,3,6,7.2,0.56
5705,2008/2/18,Female,Service,Yes,1,4,,0.31
5706,2008/4/25,Female,Service,Yes,3,5,5.5,0.31
5707,2008/9/10,Female,Product,No,1,1,4.5,0.21
5708,2008/6/22,Male,Service,No,3,6,7.6,0.57
5709,2008/7/5,Male,Product,No,1,4,7.3,0.51
5710,2008/3/6,Male,Service,Yes,1,3,5.6,0.36
5711,2008/2/2,Male,Service,No,2,,2.6,0.18
5712,2008/7/26,Female,Service,No,1,3,3,0.18
5713,2008/5/25,Male,Service,Yes,3,7,7.5,0.65
5714,2008/5/4,Male,Product,No,3,6,4.5,0.33
5715,2008/12/17,Male,Service,No,2,2,3.6,0.27
5716,2008/8/29,Male,Service,No,2,3,6.4,0.42
5717,2008/6/30,Male,Product,No,3,7,7.4,0.61
5718,2008/5/9,Female,Service,Yes,2,3,6,0.5
5719,2008/7/14,Female,Product,No,1,,4.8,0.42
5720,2008/4/4,Male,Service,Yes,2,,4.5,0.4
5721,2008/5/10,Female,Service,Yes,2,3,,0.1
5722,2008/8/9,Female,Service,Yes,2,3,5.7,0.33
5723,2008/12/26,Female,Product,No,4,7,7.9,0.64
5724,2008/4/18,Female,Product,Yes,0,1,,
5725,2008/10/6,Female,Product,No,3,4,4.8,0.38
5726,2008/5/18,Female,Product,No,2,5,6.9,0.51
5727,2008/8/28,Male,Service,Yes,4,8,6.8,0.62
5728,2008/7/15,Female,Product,Yes,2,4,5.7,0.43
5729,2008/9/3,Male,Product,No,2,5,4.6,
5730,2008/7/4,Female,Service,Yes,1,2,4.3,0.25
5731,2008/10/1,Female,Service,Yes,5,8,8.1,0.78
5732,2008/10/4,Female,Product,No,2,2,4.1,0.23
5733,2008/4/16,Male,Service,Yes,1,4,5.8,
5734,2008/11/2,Female,Service,No,4,7,8.7,0.79
5735,2008/3/31,Female,Service,No,4,8,7.7,0.64
5736,2008/2/16,Male,Product,No,3,,6.3,0.61
5737,2008/6/26,Female,Service,No,1,2,4.4,0.22
5738,2008/5/26,Male,Product,Yes,1,2,4.9,0.25
5739,2008/9/8,Female,Service,No,3,4,6.7,0.46
5740,2008/3/19,Female,Service,Yes,1,1,2,0.08
5741,2008/12/18,Female,Service,Yes,2,,8.2,0.62
5742,2008/8/5,Female,Service,Yes,3,4,6.2,0.49
5743,2008/10/1,Male,Product,Yes,2,6,9.5,0.79
5744,2008/3/4,Female,Service,Yes,2,3,,0.13
5745,2008/4/22,Female,Service,No,1,2,6.2,0.41
5746,2008/1/30,Male,Product,Yes,4,7,6.8,0.51
5747,2008/4/1,Female,Service,No,3,7,7.8,0.6
5748,2008/7/27,Female,Product,Yes,3,7,8.3,0.8
5749,2008/12/11,Female,Service,Yes,1,,2.7,0.22
5750,2008/1/29,Male,Product,No,5,10,9.7,
5751,2008/12/5,Male,Service,Yes,2,2,3.4,0.27
5752,2008/4/18,Male,Product,Yes,1,1,1.4,0.07
5753,2008/9/4,Female,Service,No,1,1,1,0.08
5754,2008/8/14,Female,Service,No,3,7,,0.57
5755,2008/9/1,Female,Product,Yes,0,1,3.7,0.29
5756,2008/1/30,Female,Service,Yes,1,3,,0.4
5757,2008/4/10,Male,Service,Yes,2,3,3.4,0.18
5758,2008/5/21,Female,Service,Yes,1,2,3.4,0.15
5759,2008/9/13,Female,Service,No,2,3,,0.26
5760,2008/8/23,Female,Product,No,5,9,10,0.88
5761,2008/11/25,Male,Service,No,3,7,7.6,0.58
5762,2008/2/8,Female,Service,Yes,0,1,3.3,0.11
5763,2008/1/1,Female,Product,Yes,0,1,0.5,0.02
5764,2008/2/13,Female,Product,Yes,0,1,2.2,0.16
5765,2008/7/13,Male,Service,No,1,4,6.6,0.57
5766,2008/2/9,Male,Product,Yes,3,5,,0.4
5767,2008/9/2,Female,Product,Yes,2,5,6.3,0.55
5768,2008/4/30,Female,Product,Yes,2,3,4.6,0.29
5769,2008/4/26,Female,Service,Yes,2,3,6.5,0.47
5770,2008/12/24,Male,Service,Yes,3,6,4,0.32
5771,2008/5/19,Male,Product,No,2,5,4.7,0.35
5772,2008/2/12,Female,Service,Yes,2,5,4.5,0.31
5773,2008/9/23,Male,Service,No,3,7,8.3,0.7
5774,2008/1/19,Female,Product,Yes,0,1,3.7,0.2
5775,2008/5/31,Male,Product,No,2,4,,0.52
5776,2008/7/5,Female,Service,Yes,2,3,5.7,
5777,2008/3/31,Male,Product,Yes,3,4,6.2,0.4
5778,2008/12/5,Female,Product,Yes,2,4,6.3,0.48
5779,2008/5/27,Female,Service,Yes,1,1,4.5,0.27
5780,2008/5/2,Female,Service,Yes,1,2,4.3,0.23
5781,2008/12/1,Male,Product,No,5,8,,0.8
5782,2008/4/23,Female,Service,No,1,2,1.5,0.12
5783,2008/7/13,Female,Service,Yes,1,4,5.1,0.46
5784,2008/12/6,Male,Product,Yes,3,6,7.9,0.58
5785,2008/9/9,Female,Service,Yes,1,3,5,0.44
5786,2008/4/19,Female,Service,No,5,10,10,0.91
5787,2008/10/23,Female,Service,No,3,5,5.2,0.36
5788,2008/7/16,Female,Product,No,3,,7.4,0.55
5789,2008/9/5,Male,Product,Yes,1,3,6.2,0.42
5790,2008/5/4,Female,Product,Yes,2,,6.1,
5791,2008/11/27,Male,Product,Yes,3,6,4.7,0.31
5792,2008/9/21,Male,Service,Yes,3,4,5.6,0.41
5793,2008/4/16,Male,Service,No,3,6,6.7,0.57
5794,2008/6/1,Male,Product,No,1,2,3.9,
5795,2008/12/17,Male,Service,No,0,1,3.5,0.16
5796,2008/3/12,Female,Service,Yes,1,3,6,0.41
5797,2008/2/29,Female,Service,No,1,,4.5,0.4
5798,2008/5/9,Female,Product,Yes,2,5,,0.42
5799,2008/2/15,Female,Product,No,3,5,6.4,0.58
5800,2008/8/21,Female,Product,No,2,4,6.3,0.4
5801,2008/4/10,Male,Service,No,1,2,4.5,0.21
5802,2008/2/27,Female,Product,Yes,1,2,4.6,0.39
5803,2008/6/25,Female,Service,No,3,6,6.2,0.56
5804,2008/7/12,Male,Product,Yes,3,,6.5,0.44
5805,2008/5/16,Female,Service,Yes,0,1,0.3,0
5806,2008/12/21,Female,Service,No,4,6,7.8,0.61
5807,2008/6/27,Female,Service,No,5,8,9.3,
5808,2008/5/4,Female,Service,Yes,1,3,4.8,0.36
5809,2008/12/10,Female,Service,Yes,2,4,6.6,0.46
5810,2008/2/14,Female,Service,No,2,5,4.2,0.36
5811,2008/2/2,Female,Service,No,2,4,7,0.51
